ensembl_gene_id	external_gene_name	Fem7_Exe_shelf	Fem8_Exe_shelf	Fem9_Exe_shelf	Fem7_Exe_HVC	Fem8_Exe_HVC	Fem9_Exe_HVC	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSTGUG00000000818	TNIP1	6153	7247	5567	5808	6167	5657	6067.545539381406	-0.05532780990240324	0.14368408585217482	-0.3850656777628501	0.700188756184073	0.9998207068924773
ENSTGUG00000000819	CHAF1A	471	773	596	397	634	685	582.8360882745669	-0.06217214764186121	0.22131339451999923	-0.2809235644173491	0.7787690263552495	0.9998207068924773
ENSTGUG00000000820	GTPBP4	1048	1124	1129	1062	1109	1158	1099.9863582257378	0.05723211637912868	0.12999807862588664	0.44025355593011045	0.6597534746729266	0.9998207068924773
ENSTGUG00000000821	SH3GL1	66	87	59	67	70	74	70.01548848967158	0.042688914198610005	0.3179598212251683	0.13425883193077773	0.8931979058056294	0.9998207068924773
ENSTGUG00000000822	EDN2	37	26	14	30	32	32	28.573208072093504	0.31780552167155907	0.5427019199530029	0.5855986684165048	0.5581452434212828	0.9998207068924773
ENSTGUG00000000823	SCMH1	273	484	350	295	411	334	353.0432252267956	-0.03830045917117578	0.2259217317053181	-0.16952976981042767	0.8653799583212956	0.9998207068924773
ENSTGUG00000000824	ZFAND5	1338	1296	1338	1215	1257	1368	1296.888296455549	-0.007295235281253345	0.13898593213463772	-0.05248901935043572	0.9581390445637876	0.9998207068924773
ENSTGUG00000000825	GNG7	11361	14837	10949	10151	11502	10865	11513.915232908035	-0.1424901708708605	0.13753670272135182	-1.0360156092991728	0.30019486041570265	0.9998207068924773
ENSTGUG00000000826	AHCYL1	1108	1371	1132	994	1322	1180	1173.6697697769373	-0.005209235689221461	0.13835552752503794	-0.03765108472647582	0.9699658770499042	0.9998207068924773
ENSTGUG00000000827	FAM118B	1209	1106	1032	1006	924	1106	1061.3277408655779	-0.09816688865016718	0.17311038581624885	-0.5670768289683566	0.5706619846623608	0.9998207068924773
ENSTGUG00000000828	SLC39A3	672	627	392	645	706	436	580.4133928997057	0.12746153986092426	0.2832338131990513	0.45002232756491806	0.6526943412784014	0.9998207068924773
ENSTGUG00000000829	SGTA	1777	2461	1986	1493	2017	1772	1895.543389275907	-0.19217025275368665	0.14510564921628166	-1.3243471483818983	0.1853877786414577	0.9998207068924773
ENSTGUG00000000830	GDA	456	686	563	455	596	527	540.9641013370936	-0.0636039042497986	0.1755208401036412	-0.36237237818735313	0.7170737778798728	0.9998207068924773
ENSTGUG00000000831	CTPS1	268	296	331	253	294	296	287.64083987438653	-0.04420770604024065	0.18093533725966748	-0.24432875694589398	0.8069762134139562	0.9998207068924773
ENSTGUG00000000832	TIRAP	745	791	657	575	906	561	700.2314733233278	-0.06736089708590418	0.21335959849792693	-0.3157153348625123	0.7522185860666349	0.9998207068924773
ENSTGUG00000000833		508	475	694	399	396	691	522.8647944451423	-0.14282409214457822	0.2627267886960047	-0.543622113502239	0.5867015393276843	0.9998207068924773
ENSTGUG00000000834		2325	1949	2101	2156	1749	1871	2028.5145567280786	-0.09278910018272837	0.19558462153459985	-0.4744192025665655	0.6352010023067363	0.9998207068924773
ENSTGUG00000000835	C9orf85	319	362	388	309	351	359	345.59399054005667	-0.025693296109841068	0.16808712504822523	-0.15285701449453373	0.8785110349161368	0.9998207068924773
ENSTGUG00000000836	ABHD17B	179	266	283	190	237	264	233.68172387270582	-0.030382688794516357	0.22866846123893744	-0.1328678586889569	0.8942978865347596	0.9998207068924773
ENSTGUG00000000837		429	364	261	332	311	251	325.13584232201146	-0.190463186559315	0.2728983890498993	-0.6979271194029983	0.485222773404442	0.9998207068924773
ENSTGUG00000000838		135	259	226	174	188	177	190.90665225164992	-0.14076815984620217	0.26435553588986577	-0.5324956005644162	0.5943827880563686	0.9998207068924773
ENSTGUG00000000839		428	480	569	450	395	517	470.82902134229676	-0.06760882510104141	0.19870600776413702	-0.34024550068608256	0.7336716553824543	0.9998207068924773
ENSTGUG00000000840	ST3GAL4	336	367	280	340	354	360	338.2321720035338	0.146210586585586	0.18965452910682312	0.7709311624360562	0.4407477349467875	0.9998207068924773
ENSTGUG00000000841	CEMIP2	154	170	164	127	183	201	164.78154455033538	0.0983368104932191	0.23121680253664742	0.42530131640252616	0.6706170340496581	0.9998207068924773
ENSTGUG00000000842	GPX6	1121	1592	2766	1158	1552	3506	1915.1689366816372	0.205963103667412	0.5527731099578245	0.3725997157913969	0.7094463843970357	0.9998207068924773
ENSTGUG00000000843		239	320	208	304	350	248	277.05311293846296	0.28859729877407675	0.24364329510257882	1.1845074523908872	0.23621224801565882	0.9998207068924773
ENSTGUG00000000844	STX12	2758	4017	4122	2557	4285	3895	3553.516424505832	0.014535561896290485	0.19161280769665973	0.07585903088117985	0.9395312515181484	0.9998207068924773
ENSTGUG00000000845	DCTN4	1235	1516	1055	1195	1260	963	1198.5142136912227	-0.09971792447305337	0.1979696331639168	-0.5037031330481274	0.614470006390855	0.9998207068924773
ENSTGUG00000000846	STRIP1	1124	1811	1247	1023	1570	1331	1331.81815332165	-0.047518324263731496	0.19390186139435367	-0.2450637859896027	0.8064070426467351	0.9998207068924773
ENSTGUG00000000847		978	1365	1310	846	1139	1411	1159.0629638621083	-0.06758606920401705	0.18652807331905127	-0.3623372503741723	0.7171000248709437	0.9998207068924773
ENSTGUG00000000848	ADARB2	686	512	520	652	420	564	562.1798413885416	-0.019675713947222874	0.26563034476457437	-0.07407178560364129	0.9409532653980275	0.9998207068924773
ENSTGUG00000000849	PCSK4	0	7	15	1	3	6	5.13587299155875	-1.1028375653957154	1.4633720344833137	-0.7536276076131962	0.4510728620811102	0.9998207068924773
ENSTGUG00000000850	RBM22	1915	1702	1707	1573	1879	1700	1739.3618938215743	-0.011511200040656953	0.1500998724946262	-0.07669027194589437	0.9388699436119128	0.9998207068924773
ENSTGUG00000000851	PPP1R8	739	731	668	689	776	662	708.4995415598191	0.0356829362952503	0.16282173740032244	0.21915339355161334	0.8265305594976056	0.9998207068924773
ENSTGUG00000000852	PFKP	1812	1719	2001	1480	1918	2001	1808.7593587846516	-0.00330203159765983	0.14762280259449573	-0.0223680321713588	0.9821543806004165	0.9998207068924773
ENSTGUG00000000853	TRPM3	467	390	289	370	304	217	340.85188987275313	-0.3070218816580937	0.3056447031712061	-1.0045058149956427	0.3151348697870985	0.9998207068924773
ENSTGUG00000000854		374	607	566	281	411	562	458.5649659857009	-0.2663314745981585	0.25288594392162145	-1.0531683590951353	0.2922638372109529	0.9998207068924773
ENSTGUG00000000855		0	2	0	0	0	4	0.9477058088282829	1.0548783463047429	3.5829294881662865	0.2944178359604338	0.7684386394461726	0.9998207068924773
ENSTGUG00000000856	SMPDL3B	26	66	71	50	44	73	54.258852590349534	0.09633184143484182	0.4612365473436523	0.20885561213575754	0.8345609563110379	0.9998207068924773
ENSTGUG00000000857	REEP6	351	399	319	300	265	290	319.20346780747957	-0.2696734715958744	0.20024901159797634	-1.3466906500256586	0.17807988484205464	0.9998207068924773
ENSTGUG00000000858		9	3	22	12	10	17	12.168140651568287	0.22891850265854452	0.8772706890050402	0.2609439771869881	0.7941357104501836	0.9998207068924773
ENSTGUG00000000859	APC2	302	198	192	333	178	229	241.6893900991086	0.1539066195663575	0.3494358590151033	0.44044311880340065	0.6596162010650884	0.9998207068924773
ENSTGUG00000000860		0	3	0	0	0	0	0.46014326543818035	-2.31630108088032	3.999748861068602	-0.5791116295890337	0.5625138534551238	0.9998207068924773
ENSTGUG00000000861	MYOZ3	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
ENSTGUG00000000862	KCNA10	0	0	1	0	0	0	0.16234678414754475	-0.9174554955747362	4.080472856796901	-0.22484048485864025	0.8221033699494316	0.9998207068924773
ENSTGUG00000000863		0	0	0	0	0	0	0	NA	NA	NA	NA	NA
ENSTGUG00000000864		18	135	49	23	63	88	60.26242123638727	-0.16117364237938922	0.66486870128393	-0.24241424219270105	0.8084591997630857	0.9998207068924773
ENSTGUG00000000865	RPS15	4661	4014	3805	4031	4171	4036	4114.310206285419	0.011642995390742528	0.16246323503957757	0.07166541641194198	0.9428681790722746	0.9998207068924773
ENSTGUG00000000866	RPA2	1126	1068	1153	1014	964	1143	1074.4286367769391	-0.057982280356259984	0.1578560247801347	-0.3673111649493199	0.7133869268529733	0.9998207068924773
ENSTGUG00000000867		1440	1643	1550	1257	1287	1462	1430.0710122497312	-0.16401148257150153	0.12813026419295617	-1.2800370279773285	0.20053211366816473	0.9998207068924773
ENSTGUG00000000868		0	0	0	0	0	0	0	NA	NA	NA	NA	NA
ENSTGUG00000000869		714	528	514	688	640	607	617.283945387587	0.180713822225957	0.22699787550089956	0.7961035839088321	0.42597183124641796	0.9998207068924773
ENSTGUG00000000870	XKR8	68	66	68	79	65	86	71.97226013871305	0.23425324279652537	0.3208001114250521	0.73021559049942375	0.46525841424023556	0.9998207068924773
ENSTGUG00000000871		418	646	457	392	620	474	494.53963079756795	0.010030343818635646	0.2123739937618711	0.047229623745185974	0.9623302175255529	0.9998207068924773
ENSTGUG00000000872	EYA3	274	298	313	257	265	268	277.7077002885886	-0.11737131709692629	0.18199616652973075	-0.6449109304604644	0.5189849079344158	0.9998207068924773
ENSTGUG00000000873	GAMT	95	44	202	154	33	204	122.88875998858211	0.24836034678101102	0.6435865756033137	0.3859004463357428	0.6995704000530365	0.9998207068924773
ENSTGUG00000000874	NDUFS7	2715	2917	3767	2474	2725	4009	3073.4428384586668	0.005232639368233935	0.20218504436640797	0.025880447214241688	0.9793526956857761	0.9998207068924773
ENSTGUG00000000875	SLC6A17	306	405	440	360	343	515	391.6049337930847	0.12816230715323965	0.22287774655216228	0.5750341123591922	0.5652682266938904	0.9998207068924773
ENSTGUG00000000876		616	588	567	536	610	636	589.4077530028826	0.04649863434130134	0.1547491261085956	0.3004775245623733	0.7638129376256716	0.9998207068924773
ENSTGUG00000000877	EFNA2	153	201	147	147	195	137	161.9978982045289	-0.01727173192678998	0.25193613014794247	-0.06855599439686415	0.9453430477934204	0.9998207068924773
ENSTGUG00000000878		295	485	474	329	454	442	407.696388037897	0.01238502100355892	0.21416385834076387	0.05782965015438162	0.953884320285297	0.9998207068924773
ENSTGUG00000000879	PTAFR	0	7	2	6	5	7	4.438884310056771	1.101980655610324	1.3531973517137366	0.8143532458253314	0.4154426146854483	0.9998207068924773
ENSTGUG00000000880	HNRNPR	5143	5332	4710	4993	4629	4571	4886.259549230794	-0.04636398993711433	0.15249483775649328	-0.3040364553923409	0.7611001175967463	0.9998207068924773
ENSTGUG00000000881		957	1155	775	1024	988	807	948.6970346183108	0.023435448277357312	0.2098032954759937	0.11170200269823152	0.9110596913467375	0.9998207068924773
ENSTGUG00000000882	CD74	1750	2927	1370	1638	2906	1312	1957.5446940367112	0.0035973813882282366	0.3120125555741881	0.011529604575072547	0.9908009103264024	0.9998207068924773
ENSTGUG00000000883	KCNC4	25	44	62	51	47	51	46.38878864380386	0.24662925669019004	0.4416701164332312	0.5584015026460905	0.5765702469657594	0.9998207068924773
ENSTGUG00000000884	CIRBP	32692	32624	28011	26086	28276	24653	28607.34932738482	-0.1954578708471204	0.14764694160592706	-1.3238192997509002	0.18556306483378424	0.9998207068924773
ENSTGUG00000000885	ARSI	2	13	9	5	4	4	6.0183947347931905	-0.7937774365097705	1.0717994188800963	-0.7406026001947026	0.45893443098160275	0.9998207068924773
ENSTGUG00000000886	RBM15	140	219	251	209	154	267	205.23880814985526	0.10515031303107851	0.30175174876585753	0.3484662921130882	0.7274900243437098	0.9998207068924773
ENSTGUG00000000887	CAMK2A	21682	28072	26116	17886	24231	25902	23697.897400657042	-0.11938079218519387	0.135976536371458	-0.8779514125810043	0.3799700867564303	0.9998207068924773
ENSTGUG00000000888	MAMDC2	83	80	101	75	104	91	88.37926289903866	0.06715012352592493	0.2902479181511236	0.23135436751336774	0.8170395129496573	0.9998207068924773
ENSTGUG00000000889		699	935	932	655	986	948	848.6397945614481	0.050024594851712324	0.17273270662960188	0.289606964585938	0.7721169382764806	0.9998207068924773
ENSTGUG00000000890	DNAJC8	2906	3610	3666	2447	3079	3568	3177.5420254411947	-0.12442102965356415	0.14492194801744265	-0.8585382087093458	0.3905953416324802	0.9998207068924773
ENSTGUG00000000891	SLC16A4	64	271	115	58	258	123	143.15201886857247	0.005894417995059268	0.5446316852098126	0.010822759958940905	0.9913648554992972	0.9998207068924773
ENSTGUG00000000892	FAM174A	390	490	405	285	396	395	388.874913048398	-0.21784052862089853	0.17472648107461225	-1.2467516502428477	0.21248857381915884	0.9998207068924773
ENSTGUG00000000893	MIDN	165	111	44	158	94	48	105.24691287570124	-0.023892199572333607	0.5655657345826495	-0.04224477918550792	0.9663035657740856	0.9998207068924773
ENSTGUG00000000894	ST8SIA4	273	254	361	247	227	276	271.92591441982205	-0.1994218132371752	0.23269323109372234	-0.8570159617443004	0.3914360632963294	0.9998207068924773
ENSTGUG00000000895		4442	4846	4443	3851	4078	5061	4422.957135382461	-0.039461651069309836	0.1338806969635304	-0.2947523576162689	0.768183063382157	0.9998207068924773
ENSTGUG00000000896	CBARP	1838	2078	1508	1896	1756	1266	1722.4258610510833	-0.08042445041552763	0.22474394979231477	-0.3578492346060823	0.7204561431326717	0.9998207068924773
ENSTGUG00000000897	KCNA2	1822	1964	1941	1565	1927	2353	1912.0656251920636	0.0634095025024852	0.14859457200133844	0.42672825560488203	0.6695772677132943	0.9998207068924773
ENSTGUG00000000898	STK11	106	88	85	105	72	89	91.21009015263076	-0.016729490317930227	0.3330346587108292	-0.05023348135203034	0.9599363309634286	0.9998207068924773
ENSTGUG00000000899	ATP5IF1	9435	10717	8895	8079	8483	9273	9087.569268418876	-0.12380361876336055	0.12297819147985245	-1.0067119809909004	0.3140732029223358	0.9998207068924773
ENSTGUG00000000900		0	2	0	0	1	2	0.786823008776548	0.6385620489224871	3.187442572294371	0.20033680119382988	0.8412171827058248	0.9998207068924773
ENSTGUG00000000901		481	481	347	490	391	319	419.32192295785717	-0.06436138924512508	0.26616749916629256	-0.24180784448410148	0.8089290602479411	0.9998207068924773
ENSTGUG00000000902	KCNA3	83	107	88	90	76	91	88.74386836738796	-0.05810599419721818	0.29171661571947366	-0.1991864400795573	0.8421169061450521	0.9998207068924773
