id	Mal4_E2_MSt	Mal5_E2_MSt	Mal6_E2_MSt	Mal4_E2_AreaX	Mal5_E2_AreaX	Mal6_E2_AreaX	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ALG11	3224	3363	3729	2268	4532	3350	3409.846572529975	-0.21543653145234654	0.272833948628231	-0.7896250907760187	0.42974675057020245	0.999646313058517
unown7597	6778	5115	5276	7124	6233	6513	6115.173988330565	0.026381120847703696	0.19587400993422407	0.1346841311747417	0.8928616203482259	0.999646313058517
unown7598	120	74	139	131	134	190	126.87746930292008	0.2804816673309986	0.29914003804971756	0.9376266352028146	0.3484363184132147	0.999646313058517
unown7599	49	68	105	43	167	105	88.03582306409615	0.3272791578661392	0.5237285268474194	0.6249022940113536	0.5320351866390585	0.999646313058517
METTL24	12	12	30	24	43	21	23.119447598642914	0.5793375864958414	0.681000155481703	0.8507157918136584	0.394927248706771	0.999646313058517
CDC40	841	707	1067	666	807	1268	872.6470665524582	-0.13060947732488018	0.23322192124697577	-0.5600223024771682	0.5754642254612228	0.999646313058517
WASF1	1721	1729	1783	1313	1979	1624	1694.9746858504586	-0.28561308558618265	0.23382046028483244	-1.2215059590519073	0.22189451075895983	0.999646313058517
unown7600	64	124	59	55	255	75	107.55756655479681	0.40728226958637087	0.6197249149692062	0.6571984758860445	0.5110533054653288	0.999646313058517
unown7601	185	129	280	201	200	323	212.0360285426325	0.11484914467912968	0.2967834401837979	0.38697962597914376	0.6987712912605202	0.999646313058517
WDFY2	160	129	154	178	141	238	162.99305587795698	0.12959179537856227	0.2770065495449203	0.46782935490681327	0.6399066264893084	0.999646313058517
ZNF410	546	427	656	629	709	758	607.3318656266534	0.1912794821788564	0.18882671991056038	1.01298948723707	0.3110651823829278	0.999646313058517
GPR6	98	100	71	33	50	84	73.77937197632272	-0.9381941341724702	0.4471007831575448	-2.0983951930182125	0.03587024957490632	0.5350885794796301
unown7602	13265	10686	11798	13314	12167	12092	12145.916903657198	-0.1104399626386418	0.18163113664426106	-0.6080453201972038	0.5431574162918034	0.999646313058517
FIG4	330	257	258	330	331	392	311.7623430481097	0.12183548252879063	0.2313285643640772	0.5266772085138586	0.5984177654375786	0.999646313058517
unown7603	146	125	298	190	163	313	198.39093612932757	0.052539689773703	0.34988886207737857	0.15016108104088136	0.8806375305129338	0.999646313058517
unown7604	288	301	340	325	394	436	342.8630996540272	0.11272194950782666	0.23368240343192442	0.4823724330645394	0.6295414005214355	0.999646313058517
unown7605	7	484	831	184	217	575	380.5758813932066	-0.6972193488492905	1.4021849868014802	-0.49723777918897516	0.619021383044755	0.999646313058517
unown7606	2120	771	900	1393	788	639	1096.7167372226133	-0.5524692467477448	0.3898346398401452	-1.4171887007637114	0.15642776444490764	0.9847218718181614
unown7607	2110	1247	1797	1582	1420	1247	1556.7831499232439	-0.4295539994611161	0.21873685860587852	-1.9637934008876359	0.04955405569543817	0.6238913233050661
ZNF706	2609	2545	3034	2561	3106	3262	2826.0790318172503	-0.06958917214865358	0.18321175864313446	-0.37982918052875375	0.7040722198853959	0.999646313058517
unown7608	699	720	749	990	983	985	844.955863893302	0.2513753035925953	0.20900688884198745	1.2027130061853561	0.2290873990815379	0.999646313058517
COQ6	595	269	527	544	438	535	471.9131443241995	-0.01884139756183583	0.25400724782391476	-0.07417661394802891	0.9408698539434126	0.999646313058517
unown7609	0	0	2	0	0	0	0.3137714852804259	-1.904932167174246	4.05165023578903	-0.470162046651412	0.6382392476387999	NA
KCNJ8	68	36	75	83	70	75	65.96546893589836	0.20468137365001918	0.38649022301972	0.5295900425392537	0.596396199700808	0.999646313058517
LDHB	20371	15262	17018	24614	17907	18243	18738.64716739315	0.03245094147236254	0.21788024903214473	0.14893934450926263	0.8816014950105449	0.999646313058517
STAM2	924	423	564	679	521	479	592.2394905046398	-0.33051048143364364	0.29276310379089876	-1.1289348867871867	0.2589253025209547	0.999646313058517
NCALD	68	34	43	56	51	58	50.64492353230304	0.020218760211826746	0.4311507522487774	0.04689487402346073	0.9625970135380699	0.999646313058517
unown7610	353	350	403	369	511	380	392.5080645409407	0.00632986385468687	0.25948406122523876	0.024394037247599525	0.9805383044990832	0.999646313058517
RRM2B	140	91	177	94	159	161	133.8227750654867	-0.14008165366194386	0.3309909927026509	-0.4232189296697497	0.6721355368911539	0.999646313058517
ENTPD5	144	119	175	137	179	213	157.65192520676908	0.08741403597728618	0.27635075523419733	0.31631553133699936	0.7517630236136419	0.999646313058517
unown7611	77	72	85	52	100	99	79.93472801977893	-0.0961149438354585	0.3879604267133206	-0.24774419558642682	0.8043323344404543	0.999646313058517
unown7612	78	112	115	87	129	87	102.19657932270155	-0.2065691994001423	0.39118666760813087	-0.5280578723789019	0.5974591691128068	0.999646313058517
SERPINE3	46	3	5	75	6	12	23.77565525528326	0.7276903683523689	1.1125215057574014	0.6540910576438335	0.513053142355076	0.999646313058517
unown7613	106	186	81	89	118	95	116.93081092309926	-0.5670018798163913	0.45612773444671473	-1.243076965061481	0.2138394732343123	0.999646313058517
ZBTB24	276	146	254	220	276	302	239.11372093782754	0.07995869207546198	0.25898148761457024	0.30874288665165395	0.7575171176544296	0.999646313058517
UBR5	998	703	1071	1286	1110	1351	1060.2169933834007	0.2648864209380357	0.17230344966182923	1.5373251171576316	0.12421371368661757	0.9169926633304892
unown7614	8	22	6	8	17	6	11.894438819929086	-0.48769882870096765	0.9769024346726229	-0.4992298221310136	0.6176174876759624	NA
unown7615	17	5	17	13	4	21	12.187917587617049	-0.2009789602662685	0.9002293985930797	-0.22325305147817628	0.8233385645837572	NA
FMNL2	221	243	296	253	242	359	265.2311612346431	-0.04039532339619704	0.25575296914170126	-0.1579466448884736	0.8744988420409897	0.999646313058517
unown7616	16	18	36	4	30	35	22.543410186240052	-0.21550201922098108	0.8019999953498025	-0.26870576118518197	0.788156118009178	0.999646313058517
RNASEH2B	211	318	362	187	369	467	315.13568803651947	-0.03196125333475677	0.35860753575167076	-0.0891259947110798	0.9289817788067292	0.999646313058517
CD164	84	60	179	97	102	177	111.68930383662587	0.059644737182032906	0.41077288734327866	0.14520125115314247	0.88455197812655	0.999646313058517
unown7617	0	1	0	0	0	0	0.2146552422770607	-1.150791658652856	4.080472856796901	-0.2820240935400332	0.7779250358823964	NA
CEP57L1	327	155	221	284	282	269	251.01497856350875	0.09658885402569306	0.2824312238212594	0.3419907073972129	0.7323578855193319	0.999646313058517
LIN52	133	95	152	129	164	159	135.86189410084768	0.0840737594562914	0.2841810395066452	0.2958457735331264	0.7673478645854622	0.999646313058517
VSX2	2	1	0	2	2	0	1.1948528569034342	0.2728923079638031	2.6492379817501917	0.10300784974535192	0.9179567409014444	NA
unown7618	21	33	67	25	36	61	39.44245967229685	-0.18735328140848595	0.5809281634947432	-0.32250679719400677	0.7470687892086638	0.999646313058517
unown7619	2	0	0	0	0	0	0.3257567131308662	-1.9487556454055261	4.0477744722385935	-0.48143879032069203	0.6302046730597061	NA
KCNRG	78	61	129	85	88	117	90.52752788337716	-0.051687251639937454	0.3548271485297689	-0.14566881889986233	0.8841828376692396	0.999646313058517
SESN1	1044	611	1066	625	671	711	778.8639206806324	-0.5947989247173157	0.19711998276205206	-3.017446107609043	0.00254914363262871	0.10498798108206527
unown7620	68	78	122	61	130	107	93.0663864959059	-0.02624576860240935	0.4127241329669418	-0.06359155306411794	0.9492954578083292	0.999646313058517
TRIM13	79	69	145	81	125	128	101.87263502883246	0.02665044726072826	0.3725351157611799	0.07153808093037058	0.9429695179810721	0.999646313058517
ABCD4	557	445	506	685	625	708	577.8407090594268	0.23380080601661868	0.19308789611989016	1.2108516935284719	0.22595224916329104	0.999646313058517
SPRYD7	2913	2024	2880	2435	2790	2919	2619.6797994154463	-0.11241087353515546	0.16054949202275645	-0.7001633709262824	0.4838252838515718	0.999646313058517
PRPF40A	591	436	584	602	409	787	555.5810564062725	-0.03757481922474705	0.23751041317026625	-0.15820282876528216	0.8742969747938639	0.999646313058517
unown7621	1	11	4	1	14	4	6.169894031254412	-0.04529262465572685	1.4077468437369012	-0.03217384209187526	0.9743334163630601	NA
KLF10	123	68	193	121	112	151	123.90991313300755	-0.14194821556365653	0.3534185098933814	-0.40164341026303113	0.6879464772296922	0.999646313058517
SPX	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown7622	1258	990	1110	1090	1269	1269	1153.1894776850424	-0.07458656035557541	0.18593004325169593	-0.40115389127622914	0.6883068256688621	0.999646313058517
unown7623	21	9	18	22	52	23	23.48983169346553	0.8946298030439195	0.6772598256386294	1.320955073926493	0.18651634452118052	0.999646313058517
LRMP	7	60	43	15	45	37	35.725065863896056	-0.4661680513287708	0.7876725586066928	-0.5918297473170469	0.5539646011963058	0.999646313058517
VRTN	13	9	22	10	39	21	18.446614935846036	0.5371715003219607	0.7664717736925735	0.7008366371198119	0.4834049710103353	0.999646313058517
KPNA3	443	288	558	421	479	550	444.89286421879484	0.010410170532013633	0.22312351796478544	0.046656536374872964	0.9627869715430899	0.999646313058517
SYNDIG1L	917	1456	2261	663	1006	2111	1381.965708933009	-0.5300837035118541	0.38142993743285825	-1.389727579013545	0.16461161681145703	0.999646313058517
AZIN1	621	517	550	653	511	592	570.6223218063998	-0.13197091841552916	0.2171164389962781	-0.607834759199378	0.5432970731620409	0.999646313058517
unown7624	2860	1885	2884	2564	2300	2773	2502.0640519254403	-0.16626857223257246	0.16080874810815313	-1.0339522829986045	0.3011584711824573	0.999646313058517
unown7625	499	331	518	422	538	559	468.07859618055545	0.004467704285415444	0.20902115756993792	0.02137441174547396	0.9829469853708741	0.999646313058517
LTBP2	273	265	246	411	256	667	341.20334168162384	0.5268493462905782	0.3224327223269781	1.6339822536879547	0.10226257692281508	0.8661977363503741
unown7626	37	54	35	33	43	33	40.11622381986046	-0.4355749660071709	0.5212530650747289	-0.835630512685283	0.4033627977107946	0.999646313058517
FOXO3	240	206	185	199	211	232	211.51462333313066	-0.17721114473338379	0.26664182035559086	-0.6646037163152306	0.5063039916544222	0.999646313058517
AFG1L	185	235	283	223	438	329	278.80854799638297	0.30083278633442545	0.33144006612617755	0.9076536516858524	0.36406123861576745	0.999646313058517
ATP6V1C1	6272	4421	6832	5615	5507	6500	5761.0857970222605	-0.1624236859267139	0.14822238733010568	-1.0958107533714228	0.27316160158453706	0.999646313058517
GALNT13	340	368	430	248	204	357	325.1289244749389	-0.7084569370856119	0.2600894074113042	-2.7238976940158937	0.006451648811946519	0.19426299394644067
unown7627	0	3	0	0	5	1	1.6045015917497052	0.6153289035155384	2.8109299518713753	0.2189058119736792	0.8267234189691531	NA
unown7628	15	15	5	13	23	20	15.11217322239761	0.43970038723388133	0.8022483857400011	0.5480851006366285	0.5836334705916089	0.999646313058517
unown7629	2	5	1	0	6	5	3.2341867695366613	0.13630529205595096	1.7365353906425167	0.0784926657933059	0.9374361640736264	NA
SNX3	1946	1360	1784	2021	1326	2184	1737.8975232393666	-0.06576264564355645	0.20904110144682983	-0.3145919399983805	0.7530714996222627	0.999646313058517
BAALC	33	17	19	19	13	15	19.310322165139628	-0.7199018227432208	0.656087133623688	-1.0972655701493073	0.2725253169887341	0.999646313058517
CYB5R3	658	404	486	756	614	570	573.0127050415008	0.16430182545946756	0.2490558493987853	0.6596987216164091	0.5094471872194173	0.999646313058517
ARL11	11	6	3	8	9	1	6.47077929107967	-0.2886560910381485	1.2284869720747458	-0.23496878485463138	0.814232961080972	NA
FZD6	146	77	227	112	194	209	154.96412738754128	0.05472216382464003	0.3754532006751488	0.14574962665450006	0.8841190432322232	0.999646313058517
RCBTB1	858	1396	1317	794	1407	1536	1219.1064656505632	-0.17212850131482602	0.31389405633640544	-0.5483649589412839	0.583441332042121	0.999646313058517
NR2E1	109	176	251	130	190	256	182.72713592022504	-0.1099910073297807	0.3733434091552509	-0.2946108184383191	0.7682911968829447	0.999646313058517
CTHRC1	87	42	84	88	61	86	72.61551159840043	-0.00955479180430584	0.3833999873499168	-0.024921210536153433	0.9801178089258994	0.999646313058517
unown7630	97	39	122	108	83	159	96.5328161977127	0.2923644317764767	0.40869488182420943	0.7153611282615241	0.4743859254055636	0.999646313058517
AREL1	1872	1259	3386	1267	1902	2361	1951.962932998066	-0.38805507553587115	0.2938349752429829	-1.3206565189013806	0.18661591830634425	0.999646313058517
PPFIBP1	2076	3440	3678	2014	3516	2455	2899.1716362801862	-0.40862315196842514	0.31517180548080553	-1.2965092208836901	0.19480010533303865	0.999646313058517
DCAF13	1606	1490	1836	1654	2341	2134	1818.8359031685256	0.12704945127227835	0.20529413537356453	0.6188654685195569	0.5360049886739997	0.999646313058517
KCNJ3	140	136	117	90	65	87	107.7245354562354	-0.9093391754213138	0.33988836575058723	-2.675405418520839	0.007463893018516585	0.21321729223021574
OSTM1	240	174	464	225	290	641	322.21382800342406	0.2126445877800926	0.38670204337115055	0.5498925889460575	0.5823930476745396	0.999646313058517
SEC63	2035	1407	1920	1882	2074	2190	1885.0259172867213	0.02371677098279015	0.16212949130420545	0.1462828927174643	0.8836980702142199	0.999646313058517
PHF11	311	313	383	381	394	580	384.9652294630395	0.22071393348590557	0.23186592869554956	0.9519032603350401	0.34114604591179176	0.999646313058517
GPD2	649	436	579	605	373	391	504.0363039717508	-0.44061955966860605	0.27094041303467703	-1.626260013164637	0.10389435433160442	0.8676262992245845
FCF1	325	218	332	366	339	366	317.7651004932935	0.1267177929324246	0.2147905506869826	0.5899598121385344	0.5552175928295905	0.999646313058517
SETDB2	333	369	343	379	535	535	410.93017443993267	0.25860676294850626	0.25957534523767506	0.9962685890361355	0.31911966134580805	0.999646313058517
CAB39L	152	197	328	223	330	280	247.79891340010735	0.12561144816621025	0.33134028677825883	0.3791010425794451	0.7046128321194278	0.999646313058517
unown7631	3179	2278	3023	2792	4042	3448	3077.1289906212755	0.10783092989507694	0.20243158551319526	0.5326783842635472	0.5942562317048011	0.999646313058517
unown7632	3	1	4	0	1	0	1.4952759784401242	-3.0093577366537927	2.463249228829934	-1.2217024982418305	0.221820151213238	NA
unown7633	648	546	795	693	994	957	756.1066493897536	0.23383107972873368	0.21479882936277134	1.0886050004202723	0.27632811074376956	0.999646313058517
SCML4	26	10	18	14	22	30	19.251632500380374	0.12175270177153066	0.6694412792601054	0.18187211566352296	0.8556830879879246	0.999646313058517
YLPM1	560	631	650	506	588	631	594.9743445926887	-0.30179623297495123	0.22597190112015655	-1.335547612242623	0.18169718308635707	0.999646313058517
CDADC1	414	296	472	377	377	561	405.9806299933899	-0.028843472508776516	0.2165634208012739	-0.13318718554618827	0.8940453450095702	0.999646313058517
unown7634	165	143	181	153	185	196	168.4050306664265	-0.0593785044239112	0.25861421255491757	-0.2296026341216726	0.81840055982357085	0.999646313058517
PDSS2	112	89	99	106	107	149	108.33822691749094	0.07193706626753962	0.3041946789816596	0.2364836443173841	0.813057397349828	0.999646313058517
STK38L	62	43	88	88	74	99	73.32169695393587	0.27434125461475933	0.36687277893302683	0.7477830745922982	0.4545910127365066	0.999646313058517
unown7635	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
DLST	1472	877	1244	1350	884	1240	1159.8125222853482	-0.2160327985649343	0.22297815564384893	-0.9688518498197282	0.3326191123555512	0.999646313058517
MLNR	4	0	0	2	4	9	2.8797411880697115	1.7476958338206467	1.9584793460089276	0.8923738906831852	0.37219256085604413	NA
unown7636	14	13	9	11	14	12	12.235408495890326	-0.16597844600321693	0.7876931051344614	-0.21071461070474132	0.8331099728838729	NA
FNDC3A	480	290	490	422	451	426	419.0868498779806	-0.10903971834846066	0.21967859964583486	-0.496360221360907	0.6196402849913257	0.999646313058517
BEND3	68	106	143	134	177	204	135.40018806886957	0.495021337263898	0.36250681897550524	1.3655504154732794	0.17208011881356675	0.999646313058517
DCSTAMP	0	0	0	1	0	2	0.4394225256197627	2.181707743458569	3.9992277863522046	0.5455322527273595	0.5853875043770496	NA
C6orf203	1385	1255	1716	1889	1944	2212	1697.3276834891547	0.2883498474111579	0.16835307894261417	1.7127684817065123	0.08675514074614683	0.8121398994175822
DPYS	0	1	0	3	0	2	0.9796332775805059	2.013860545354249	3.2105368361785858	0.627265983265058	0.5304848974718417	NA
unown7637	10	10	4	6	6	22	9.409294142029449	0.206015279387525	0.99976469487933906	0.20606376724714096	0.836741100906613	NA
QRSL1	602	528	679	675	658	773	642.9176401573833	0.03242274546488969	0.18011283828581423	0.18001351693453005	0.8571419565663916	0.999646313058517
unown7638	1088	932	883	1152	789	1291	1011.6399086814341	-0.05608208603522145	0.23334035409407813	-0.24034456557227252	0.8100631489725516	0.999646313058517
ACVR1	776	486	1029	667	636	917	732.1514260955521	-0.20668563345812058	0.22880469210998614	-0.9033277751085937	0.36635195955256855	0.999646313058517
TM7SF3	168	88	212	145	130	360	174.28938632296072	0.2527370733204922	0.3977225637433017	0.635460736604358	0.52512796649940785	0.999646313058517
unown7639	175	128	340	187	220	424	234.5862605677314	0.19555006591587884	0.3679932886560743	0.5313957399332886	0.595144572981186	0.999646313058517
LRP12	478	249	609	375	460	678	457.31630250928043	0.021603492548116516	0.28372685167714373	0.07614186821027216	0.9393062307876763	0.999646313058517
RPS6KL1	752	327	547	729	241	444	498.20410169172675	-0.34283682456802556	0.3811961901256984	-0.8993710678351116	0.368455044560223	0.999646313058517
RTN4IP1	532	413	535	667	512	649	541.7764239665212	0.12428631132218593	0.2010183223827261	0.6182834969916459	0.5363884784530546	0.999646313058517
INTS13	1336	1014	1473	1434	1264	1901	1370.5883216420798	0.07991066467801822	0.17687124538205184	0.45180133438539816	0.6514121083348872	0.999646313058517
PGF	20	16	24	50	14	26	24.49477633599456	0.42266757225311885	0.670141858141661	0.6307135826811333	0.5282278163445868	0.999646313058517
ZFPM2	73	95	54	145	187	195	122.08062188548884	1.0057713864754902	0.3840722685059228	2.6187034809569445	0.008826463303669844	0.23404846437495863
EIF2B2	2041	1566	1836	2325	2015	2147	1963.4155323311502	0.07377752756692578	0.18123041418337252	0.40709241823106035	0.6839401117131683	0.999646313058517
unown7640	25	12	60	31	18	75	34.441224210448894	0.19071942679988613	0.690630386986133	0.2761526721003018	0.7824308064243221	0.999646313058517
UPP2	7	0	5	2	1	6	3.244509727082456	-0.5512400349437765	1.6971100242338963	-0.3248110181852325	0.7453241050181897	NA
OXR1	2645	1379	3906	1801	2570	2448	2394.012207348836	-0.34581996694770717	0.2776127245482814	-1.2456920608030826	0.21287746945050504	0.999646313058517
unown7641	0	0	0	1	0	0	0.16277775484184118	0.7727616929896328	4.080472856796901	0.18938042724691398	0.8497946636854632	NA
ITPR2	555	420	644	647	722	882	627.6322856502815	0.2971079098309965	0.18734961010722898	1.5858474947503103	0.11277390876028913	0.8951846323732383
CYSLTR2	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown7642	2	0	12	2	1	9	3.943285298903663	-0.35526246944749157	1.7063702967675332	-0.20819775761479434	0.8350745593940331	NA
CCDC148	85	103	83	90	149	130	106.1095366280483	0.22741639349159215	0.37422170269620963	0.6077049830437201	0.5433831575116992	0.999646313058517
ATG5	531	399	627	589	613	770	573.6909165818743	0.16416788709513042	0.1881508206528032	0.8725334629184065	0.382917421106313	0.999646313058517
RCBTB2	111	88	110	120	128	137	113.75875304483321	0.1352937599544464	0.28821369746198844	0.46942168656744654	0.6387682501074012	0.999646313058517
PKP4	1175	1046	1162	1143	1086	1573	1180.4335390889976	-0.03813013678330223	0.18836474639561845	-0.20242713943520152	0.8395828133504888	0.999646313058517
unown7643	342	150	272	220	358	319	269.38203842367534	0.08579323746848197	0.3062609803989918	0.2801311396466894	0.7793768947486206	0.999646313058517
PRDM1	3	12	26	20	21	11	15.37392523580612	0.2007073654417505	0.8924393648160761	0.22489748139148313	0.8220590286701189	0.999646313058517
RB1	354	277	421	391	393	549	387.37840919916175	0.15710472894735344	0.20963008885659296	0.7494378779509469	0.45359332809207525	0.999646313058517
PREP	1610	984	1603	1417	1090	1602	1356.433836464685	-0.19946769579036658	0.1945013110674544	-1.025533939569126	0.3051113196678146	0.999646313058517
ABRA	1	0	0	5	1	0	1.1412098266805515	2.362081885689035	3.118878766241224	0.7573496960690598	0.4488403849911337	NA
ANGPT1	0	13	4	9	15	11	8.871247591606467	0.7011542889838758	1.2564357873379517	0.5580502370673733	0.5768100800393898	NA
ACYP1	2693	1612	2311	2810	2432	2765	2387.0101391720946	0.11163150354104687	0.18270934126293012	0.6109786328899417	0.5412137259707462	0.999646313058517
unown7644	32	31	11	43	41	16	29.546915246290038	0.23556328363397838	0.7067106282281078	0.3333235333174368	0.7388900770988694	0.999646313058517
unown7645	24	21	4	37	54	48	30.586540622687036	1.2645600191722526	0.7034495475793093	1.7976556009223699	0.07223160140966507	0.7551613021373772
TANC1	270	214	330	238	325	493	302.0635910097656	0.17953859904138855	0.27470917328879924	0.6535588050881769	0.5133960918617722	0.999646313058517
unown7646	264	215	254	232	354	297	266.058643787978	0.08774117942985042	0.2632507062500455	0.33329893271591277	0.7389086449444617	0.999646313058517
unown7647	745	1198	781	139	1130	622	795.5119988998033	-0.7665839356198633	0.8444216594157133	-0.9078212609447881	0.3639726635464693	0.999646313058517
TMED10	2347	1867	2169	2657	1785	2389	2179.804901478019	-0.08838074252019197	0.20540392533521437	-0.4302777679440969	0.6669935973018049	0.999646313058517
unown7648	2253	2241	2333	2417	2905	2644	2450.8860248922488	0.027189093340676353	0.2022896205538067	0.1344067642533561	0.8930809330692271	0.999646313058517
FOS	191	317	70	54	63	54	136.75677730517666	-2.0467093119328506	0.5423876224397423	-3.7735177339159027	1.6096177207713342e-4	0.01215916456161741
BVES	375	635	1006	235	465	569	548.6365829244259	-0.8763176520281751	0.378335494258253	-2.3162448814014733	0.020544901930313633	0.394723732206385
JDP2	121	70	106	91	39	66	81.71935509028377	-0.7609034349950459	0.4139630510355156	-1.8380950500091005	0.06604840047717793	0.7238368685923395
BATF	46	48	78	25	12	66	45.20497761483384	-0.9777501251720121	0.6017028417280723	-1.6249717590894923	0.10416857644390767	0.8686651752784088
FLVCR2	10	6	18	13	5	13	10.477173689370515	-0.2837358123526999	0.8892793452821522	-0.3190626363447986	0.7496790159101199	NA
LPAR6	54	79	90	138	185	126	110.1867617018173	0.8215762922271586	0.3844523022253438	2.1370044800657686	0.03259762723456777	0.5080788688674461
ITM2B	11902	8789	13761	12750	11892	17584	12447.317567312914	0.11112136051115794	0.1680690992061328	0.6611647294834977	0.5085066776593152	0.999646313058517
WDSUB1	201	218	211	231	308	246	234.91360269630692	0.12047407054835674	0.28590730601094966	0.4213745784577566	0.6734815794179715	0.999646313058517
LIN28B	7	1	7	2	9	10	5.641767563443086	0.3615367685585672	1.2452295933982116	0.29033743694762276	0.7715581011392518	NA
unown7649	335	320	486	367	404	502	395.1125205394257	-0.02792850038297831	0.22684564764087653	-0.12311675658504335	0.9020146423917955	0.999646313058517
HACE1	777	459	677	656	706	676	647.6795700326961	-0.06763267684206821	0.20586628139015772	-0.3285272186652596	0.7425130677583212	0.999646313058517
unown7650	1	0	0	0	0	0	0.1628783565654331	-1.150791658652856	4.080472856796901	-0.2820240935400332	0.7779250358823964	NA
SSPN	8	4	7	4	18	3	7.28589472195387	0.292170333726619	1.1415663586963878	0.25593810775946746	0.7979986286039392	NA
BHLHE41	15	16	13	10	19	12	14.329231274535514	-0.30009689822622004	0.753566602242225	-0.3982354012681648	0.6904566729466408	0.999646313058517
EMC2	2610	2302	2602	2343	2967	2916	2600.1034148488943	-0.06063235293681792	0.18471173631178514	-0.32825392770101636	0.7427196762155256	0.999646313058517
unown7651	377	372	453	366	389	520	407.79863935002476	-0.1174618245817793	0.2181638273073184	-0.5384110923957878	0.5902932700835819	0.999646313058517
BAZ2B	1491	1125	1397	1495	1818	1764	1489.8184121407598	0.16054901658976403	0.17885563565521792	0.8976458359928687	0.3693743943097126	0.999646313058517
RASSF8	77	157	142	108	245	247	160.55436915888782	0.4297152621935826	0.4328895244344871	0.9926672694492867	0.32087213050299196	0.999646313058517
KRAS	579	461	652	575	591	689	581.6391051899765	-0.0469699633050247	0.17888141727323384	-0.2625759792213635	0.7928774163637178	0.999646313058517
NUDT15	145	74	135	142	126	192	131.07354375328592	0.21134532463792627	0.3063855896687068	0.6898017784271542	0.49031885014807064	0.999646313058517
TGFB3	136	123	139	301	139	274	180.11514205485827	0.6433516614164968	0.33751099583452426	1.9061650416033287	0.056628796235594483	0.6737634561421785
SUCLA2	4085	3485	5234	4521	5110	6079	4651.653769382894	0.11328505577826523	0.1691774496643798	0.669622671360776	0.5030983578940762	0.999646313058517
GRIK2	891	928	1242	634	1224	932	972.5721924331333	-0.3150257167201781	0.2783840486376861	-1.1316227286074882	0.2577930803624204	0.999646313058517
ETFRF1	187	246	263	199	297	396	260.5323111038798	0.1303115800066105	0.31279234043179577	0.41660732429291975	0.6769656511590036	0.999646313058517
TMEM74	978	1177	1110	787	1397	1486	1149.467031140815	-0.05622039231948011	0.27802752051794283	-0.20221160917719963	0.8397512977884034	0.999646313058517
unown7652	106	24	66	120	61	75	72.70980456029308	0.2783760471274428	0.5165088486519114	0.5389569759627634	0.5899165418355938	0.999646313058517
TRHR	8	16	4	11	28	7	12.728261185865815	0.4715847084980189	0.9805112484749624	0.4809579790456233	0.6305463643026314	NA
NUDCD1	975	551	838	874	767	879	798.5323707269567	-0.06809756576630385	0.20177803655450685	-0.33748750324423177	0.7357494311220195	0.999646313058517
IFT43	438	551	300	557	734	421	506.2833539529818	0.18914823153074758	0.36660431217555955	0.515946553951521	0.6058917380934119	0.999646313058517
ARFGAP3	371	339	582	376	474	687	458.68125207645403	0.061175172668141584	0.26248148742398325	0.23306471350997052	0.8157111549617555	0.999646313058517
unown7653	5	5	0	4	1	6	3.5331560218195106	-0.17558161409022519	1.660311992807366	-0.10575218082556888	0.9157789781221596	NA
ENY2	1902	1305	1471	2111	1894	1769	1720.469259052768	0.13259545615517046	0.2113599265276582	0.6273443520421514	0.5304335365115131	0.999646313058517
GPATCH2L	104	84	195	129	201	210	148.66212243228736	0.33935866119612984	0.3520659001723471	0.9639066465397623	0.33509273127207356	0.999646313058517
DYRK4	714	134	330	61	121	264	263.175363116769	-1.5681984262419744	0.5212462525624513	-3.00855578055995	0.0026249261043595528	0.10696339517307024
EBAG9	4349	3173	4374	4489	3458	4986	4064.7048922335025	-0.06150147578201272	0.170344925756712	-0.36104084409211945	0.7180689142253842	0.999646313058517
7-Mar	546	467	759	674	659	767	632.4250724507656	0.07222726114641537	0.19996001966449267	0.36120851191955006	0.717943579503408	0.999646313058517
ESRRB	10	16	11	6	6	13	10.550524325672656	-0.8334361708363962	0.8794168909405394	-0.9477145361002031	0.3432747988074511	NA
HTR2A	299	232	320	607	733	1137	525.3192279414906	1.341291128358579	0.23756314325764774	5.646040500920168	1.641851826278394e-8	5.925716883009771e-6
ESD	2287	1280	1926	2164	1716	2382	1913.342101553628	0.021550932031785167	0.19740242319253387	0.10917258098076003	0.9130656075041372	0.999646313058517
unown7654	267	46	45	13	44	111	85.12789497750374	-1.2885251684135668	0.7426300445698428	-1.735083542384722	0.08272600890098432	0.7977463936363363
unown7655	754	315	524	720	433	626	547.6282953779574	0.011274428391099704	0.29385170443941905	0.03836774883646815	0.9693944747395569	0.999646313058517
VASH1	1019	819	935	1339	1001	1440	1070.2146454288354	0.25273263174523236	0.19587640395693084	1.2902658341675652	0.1969583751069639	0.999646313058517
C12orf4	710	760	764	697	830	783	756.8922851553733	-0.1531646625432339	0.2229120713390402	-0.6871079777024578	0.49201468733408177	0.999646313058517
ASCC3	1308	892	1220	1057	1333	1266	1162.2923129326164	-0.073717773610969	0.18802616555493656	-0.3920612505892458	0.6950129576730779	0.999646313058517
SYBU	6633	5656	6773	7440	7222	9597	7083.20090275339	0.15064619168916143	0.15619297526282871	0.9644876245917359	0.3348015099403763	0.999646313058517
